,trace_id,domain,arg_1_id,arg_2_id,bit_count(intervals)
176,tsYkVUvPkvcMbWTZ0xnV-freePlay-rerecorded,medium,Beachball|-02.93|+00.17|-01.99,Bed|-02.46|00.00|-00.57,625
177,tsYkVUvPkvcMbWTZ0xnV-gameplay-attempt-1-rerecorded,medium,Beachball|-02.93|+00.17|-01.99,Bed|-02.46|00.00|-00.57,984
178,tsYkVUvPkvcMbWTZ0xnV-preCreateGame-rerecorded,medium,Beachball|-02.93|+00.17|-01.99,Bed|-02.46|00.00|-00.57,91
179,uhGe7SjH7liOuiTHkFZg-gameplay-attempt-1-rerecorded,few,building_0,Bed|-02.46|00.00|-00.57,168
180,vDga0ZecqYMkFML6dsf9-gameplay-attempt-1-rerecorded,medium,Beachball|-02.93|+00.17|-01.99,Bed|-02.46|00.00|-00.57,155
181,vDga0ZecqYMkFML6dsf9-preCreateGame-rerecorded,medium,Beachball|-02.93|+00.17|-01.99,Bed|-02.46|00.00|-00.57,727
182,vY50SvtI10c0YhXHIVv8-gameplay-attempt-1-rerecorded,few,CurvedRamp|-03.05|00.00|-02.78,Bed|-02.46|00.00|-00.57,2
183,vY50SvtI10c0YhXHIVv8-gameplay-attempt-2-rerecorded,few,CurvedRamp|-03.05|00.00|-02.78,Bed|-02.46|00.00|-00.57,1
184,vY50SvtI10c0YhXHIVv8-preCreateGame-rerecorded,few,building_2,Bed|-02.46|00.00|-00.57,1039
185,vY50SvtI10c0YhXHIVv8-preCreateGame-rerecorded,few,building_0,Bed|-02.46|00.00|-00.57,393
186,vY50SvtI10c0YhXHIVv8-preCreateGame-rerecorded,few,Chair|+02.83|00.00|00.00,Bed|-02.46|00.00|-00.57,3
187,vgtHV3viTuaAEBMr9m0t-createGame-rerecorded,medium,Beachball|-02.93|+00.17|-01.99,Bed|-02.46|00.00|-00.57,835
188,vgtHV3viTuaAEBMr9m0t-gameplay-attempt-1-rerecorded,medium,Beachball|-02.93|+00.17|-01.99,Bed|-02.46|00.00|-00.57,6963
189,vgtHV3viTuaAEBMr9m0t-preCreateGame-rerecorded,medium,Beachball|-02.93|+00.17|-01.99,Bed|-02.46|00.00|-00.57,4134
190,wi9ubMsI5cDptid12cm2-gameplay-attempt-1-rerecorded,few,Dodgeball|-02.95|+01.29|-02.61,Bed|-02.46|00.00|-00.57,1
191,wi9ubMsI5cDptid12cm2-gameplay-attempt-1-rerecorded,few,building_2,Bed|-02.46|00.00|-00.57,936
192,wi9ubMsI5cDptid12cm2-gameplay-attempt-1-rerecorded,few,building_1,Bed|-02.46|00.00|-00.57,67
193,wi9ubMsI5cDptid12cm2-gameplay-attempt-1-rerecorded,few,Dodgeball|-02.95|+01.29|-02.61,Bed|-02.46|00.00|-00.57,1
194,xGSK70m7Dh3wFZ2b8eoE-gameplay-attempt-1-rerecorded,few,CubeBlock|-00.02|+00.28|-02.83,Bed|-02.46|00.00|-00.57,2
195,xGSK70m7Dh3wFZ2b8eoE-gameplay-attempt-1-rerecorded,few,CubeBlock|-00.02|+00.28|-02.83,Bed|-02.46|00.00|-00.57,2
