,arg_1_id,arg_2_id,state_count
364,Chair|+02.83|00.00|00.00,Desk|+03.14|00.00|-01.41,4
365,Chair|+02.83|00.00|00.00,Desk|+03.14|00.00|-01.41,80
366,Chair|+02.83|00.00|00.00,Desk|+03.14|00.00|-01.41,93
367,Chair|+02.83|00.00|00.00,Desk|+03.14|00.00|-01.41,87
368,Chair|+02.83|00.00|00.00,Desk|+03.14|00.00|-01.41,47
369,Chair|+02.83|00.00|00.00,Desk|+03.14|00.00|-01.41,18
370,building_2,Desk|+03.14|00.00|-01.41,149
371,Chair|+02.73|00.00|-01.21,Desk|+03.14|00.00|-01.41,163
372,building_1,Desk|+03.14|00.00|-01.41,393
373,Chair|+02.83|00.00|00.00,Desk|+03.14|00.00|-01.41,3
374,Chair|+02.73|00.00|-01.21,Desk|+03.14|00.00|-01.41,3
375,Chair|+02.83|00.00|00.00,Desk|+03.14|00.00|-01.41,84
376,Chair|+02.83|00.00|00.00,Desk|+03.14|00.00|-01.41,139
377,Chair|+02.83|00.00|00.00,Desk|+03.14|00.00|-01.41,82
378,Laptop|+03.04|+00.79|-02.28,Desk|+03.14|00.00|-01.41,1
379,Chair|+02.83|00.00|00.00,Desk|+03.14|00.00|-01.41,29
380,Chair|+02.83|00.00|00.00,Desk|+03.14|00.00|-01.41,5
381,Chair|+02.83|00.00|00.00,Desk|+03.14|00.00|-01.41,88
382,Chair|+02.83|00.00|00.00,Desk|+03.14|00.00|-01.41,84
383,Chair|+02.83|00.00|00.00,Desk|+03.14|00.00|-01.41,67
384,Chair|+02.83|00.00|00.00,Desk|+03.14|00.00|-01.41,68
385,Chair|+02.83|00.00|00.00,Desk|+03.14|00.00|-01.41,9
386,building_0,Desk|+03.14|00.00|-01.41,3
387,Chair|+02.83|00.00|00.00,Desk|+03.14|00.00|-01.41,30
388,Chair|+02.83|00.00|00.00,Desk|+03.14|00.00|-01.41,41
389,GarbageCan|+00.95|-00.03|-02.68,Desk|+03.14|00.00|-01.41,11
390,Chair|+02.83|00.00|00.00,Desk|+03.14|00.00|-01.41,93
391,GarbageCan|+00.95|-00.03|-02.68,Desk|+03.14|00.00|-01.41,3
392,Chair|+02.83|00.00|00.00,Desk|+03.14|00.00|-01.41,35
393,Chair|+02.83|00.00|00.00,Desk|+03.14|00.00|-01.41,63
394,Chair|+02.83|00.00|00.00,Desk|+03.14|00.00|-01.41,42
395,Chair|+02.83|00.00|00.00,Desk|+03.14|00.00|-01.41,62
396,Chair|+02.83|00.00|00.00,Desk|+03.14|00.00|-01.41,60
397,Chair|+02.83|00.00|00.00,Desk|+03.14|00.00|-01.41,46
398,Chair|+02.83|00.00|00.00,Desk|+03.14|00.00|-01.41,25
399,Chair|+02.83|00.00|00.00,Desk|+03.14|00.00|-01.41,60
400,Chair|+02.83|00.00|00.00,Desk|+03.14|00.00|-01.41,66
401,Chair|+02.83|00.00|00.00,Desk|+03.14|00.00|-01.41,24
402,Chair|+02.83|00.00|00.00,Desk|+03.14|00.00|-01.41,88
403,Chair|+02.83|00.00|00.00,Desk|+03.14|00.00|-01.41,45
404,Chair|+02.83|00.00|00.00,Desk|+03.14|00.00|-01.41,76
405,Chair|+02.83|00.00|00.00,Desk|+03.14|00.00|-01.41,31
406,Chair|+02.83|00.00|00.00,Desk|+03.14|00.00|-01.41,9
407,Chair|+02.83|00.00|00.00,Desk|+03.14|00.00|-01.41,55
408,Chair|+02.83|00.00|00.00,Desk|+03.14|00.00|-01.41,56
409,Chair|+02.83|00.00|00.00,Desk|+03.14|00.00|-01.41,60
410,Chair|+02.73|00.00|-01.21,Desk|+03.14|00.00|-01.41,12
411,Chair|+02.83|00.00|00.00,Desk|+03.14|00.00|-01.41,39
412,Chair|+02.83|00.00|00.00,Desk|+03.14|00.00|-01.41,44
413,Chair|+02.83|00.00|00.00,Desk|+03.14|00.00|-01.41,13
414,Chair|+02.83|00.00|00.00,Desk|+03.14|00.00|-01.41,40
415,Chair|+02.83|00.00|00.00,Desk|+03.14|00.00|-01.41,39
416,Chair|+02.83|00.00|00.00,Desk|+03.14|00.00|-01.41,55
417,Chair|+02.83|00.00|00.00,Desk|+03.14|00.00|-01.41,31
418,Chair|+02.83|00.00|00.00,Desk|+03.14|00.00|-01.41,40
419,Chair|+02.83|00.00|00.00,Desk|+03.14|00.00|-01.41,32
420,Chair|+02.83|00.00|00.00,Desk|+03.14|00.00|-01.41,80
421,Chair|+02.83|00.00|00.00,Desk|+03.14|00.00|-01.41,41
422,Chair|+02.83|00.00|00.00,Desk|+03.14|00.00|-01.41,81
423,Chair|+02.83|00.00|00.00,Desk|+03.14|00.00|-01.41,61
424,Chair|+02.83|00.00|00.00,Desk|+03.14|00.00|-01.41,55
425,Chair|+02.83|00.00|00.00,Desk|+03.14|00.00|-01.41,77
426,Chair|+02.83|00.00|00.00,Desk|+03.14|00.00|-01.41,50
427,Chair|+02.83|00.00|00.00,Desk|+03.14|00.00|-01.41,69
428,Chair|+02.83|00.00|00.00,Desk|+03.14|00.00|-01.41,49
429,Chair|+02.83|00.00|00.00,Desk|+03.14|00.00|-01.41,53
430,Chair|+02.83|00.00|00.00,Desk|+03.14|00.00|-01.41,16
431,Chair|+02.83|00.00|00.00,Desk|+03.14|00.00|-01.41,9
432,Chair|+02.83|00.00|00.00,Desk|+03.14|00.00|-01.41,24
433,Chair|+02.83|00.00|00.00,Desk|+03.14|00.00|-01.41,5
434,Chair|+02.83|00.00|00.00,Desk|+03.14|00.00|-01.41,49
435,Chair|+02.83|00.00|00.00,Desk|+03.14|00.00|-01.41,25
436,Chair|+02.83|00.00|00.00,Desk|+03.14|00.00|-01.41,70
437,Chair|+02.83|00.00|00.00,Desk|+03.14|00.00|-01.41,30
438,Chair|+02.83|00.00|00.00,Desk|+03.14|00.00|-01.41,57
439,Chair|+02.83|00.00|00.00,Desk|+03.14|00.00|-01.41,86
440,Chair|+02.73|00.00|-01.21,Desk|+03.14|00.00|-01.41,6219
441,building_2,Desk|+03.14|00.00|-01.41,5976
442,Chair|+02.83|00.00|00.00,Desk|+03.14|00.00|-01.41,48
443,Chair|+02.83|00.00|00.00,Desk|+03.14|00.00|-01.41,12
444,Chair|+02.83|00.00|00.00,Desk|+03.14|00.00|-01.41,80
445,Chair|+02.83|00.00|00.00,Desk|+03.14|00.00|-01.41,65
446,Chair|+02.83|00.00|00.00,Desk|+03.14|00.00|-01.41,35
447,Chair|+02.83|00.00|00.00,Desk|+03.14|00.00|-01.41,67
448,Chair|+02.83|00.00|00.00,Desk|+03.14|00.00|-01.41,27
449,Chair|+02.83|00.00|00.00,Desk|+03.14|00.00|-01.41,72
450,Chair|+02.83|00.00|00.00,Desk|+03.14|00.00|-01.41,56
451,CurvedRamp|-03.05|00.00|-02.78,Desk|+03.14|00.00|-01.41,1304
452,Chair|+02.83|00.00|00.00,Desk|+03.14|00.00|-01.41,53
453,Chair|+02.83|00.00|00.00,Desk|+03.14|00.00|-01.41,42
454,Chair|+02.83|00.00|00.00,Desk|+03.14|00.00|-01.41,6
455,Chair|+02.83|00.00|00.00,Desk|+03.14|00.00|-01.41,43
456,building_3,Desk|+03.14|00.00|-01.41,895
457,building_2,Desk|+03.14|00.00|-01.41,564
458,building_0,Desk|+03.14|00.00|-01.41,1500
459,DogBed|+02.24|00.00|-02.85,Desk|+03.14|00.00|-01.41,2
460,Chair|+02.83|00.00|00.00,Desk|+03.14|00.00|-01.41,76
461,building_3,Desk|+03.14|00.00|-01.41,1
462,Chair|+02.83|00.00|00.00,Desk|+03.14|00.00|-01.41,35
463,Chair|+02.83|00.00|00.00,Desk|+03.14|00.00|-01.41,38
464,Chair|+02.83|00.00|00.00,Desk|+03.14|00.00|-01.41,11
465,Chair|+02.83|00.00|00.00,Desk|+03.14|00.00|-01.41,41
466,Chair|+02.83|00.00|00.00,Desk|+03.14|00.00|-01.41,45
467,Chair|+02.83|00.00|00.00,Desk|+03.14|00.00|-01.41,43
